순번,의료기관명,의료기관 분류,의료기관 주소,Latitude,Longitude,의료기관 전화번호
403,예림한의원,한의원,세종특별자치시 연서면 당산로 345,36.5625278,127.2824726,044-868-8880
404,선비뇨기과의원,의원,세종특별자치시 조치원읍 조치원로 26,36.6013059,127.2995588,044-868-8866
405,부영의원,의원,"세종특별자치시 부강면 부강로 37-1, 1~2층",36.5292057,127.366051,044-275-3782
406,문내과의원,의원,세종특별자치시 조치원읍 조치원로 22,36.6011379,127.2991637,044-867-6551
407,이편한치과의원,치과의원,"세종특별자치시 조치원읍 새내로 97, 4층 1호",36.6003728,127.2980352,044-864-2875
408,연세신경외과의원,의원,세종특별자치시 조치원읍 새내로 75,36.5985174,127.2983516,044-865-2116
409,하얀치과의원,치과의원,세종특별자치시 조치원읍 조치원로 30,36.6013403,127.3000284,044-866-6200
410,한사랑산부인과의원,의원,"세종특별자치시 조치원읍 새내로 122 (세종시네마 1동 301호, 302호, 303호, 304호,305호)",36.6028641,127.2981461,044-867-8433
411,윤치과의원,치과의원,세종특별자치시 조치원읍 조치원로 38,36.601468,127.3009829,044-867-4112
412,부부내과의원,의원,세종특별자치시 금남면 용포로 113,36.4683516,127.2811865,044-866-0345
413,한마음의원,의원,세종특별자치시 부강면 부강4길 10,36.5290687,127.3675131,044-277-6446
414,양규준산부인과의원,의원,세종특별자치시 조치원읍 새내로 96,36.6004414,127.2984658,044-862-8811
415,제일신경과의원,의원,"세종특별자치시 조치원읍 새내로 88-1, 2층",36.5997214,127.2986365,044-862-8275
416,새서울치과의원,치과의원,세종특별자치시 금남면 용포로 113,36.4683516,127.2811865,044-866-2875
417,중앙의원,의원,세종특별자치시 전의면 읍내길 20,36.6811202,127.2044715,044-862-4408
418,서울치과의원,치과의원,"세종특별자치시 조치원읍 새내로 91, 1.2.3층",36.6000546,127.2981166,044-867-2875
419,이안과의원,의원,세종특별자치시 조치원읍 새내로 98,36.6006179,127.2984519,044-866-7863
420,소정면보건지소,보건지소,"세종특별자치시 소정면 소정구길 201, 소정면보건지소",36.7220221,127.1573556,044-301-2292
421,김내과의원,의원,세종특별자치시 조치원읍 새내로 98,36.6006179,127.2984519,044-862-3575
422,백상한의원,한의원,세종특별자치시 조치원읍 새내10길 13,36.6005026,127.2989289,044-865-0945
423,김진용치과의원,치과의원,세종특별자치시 조치원읍 조치원로 22,36.6011379,127.2991637,044-866-9281
424,우리들의원,의원,세종특별자치시 장군면 장척로 401,36.4972019,127.2052403,044-857-2345
425,정비뇨기과의원,의원,"세종특별자치시 조치원읍 새내로 97, 4층 402호",36.6003728,127.2980352,044-867-5350
426,유경의원,의원,세종특별자치시 부강면 부강2길 14,36.5301435,127.3671721,044-275-2160
427,장현진정형외과의원,의원,세종특별자치시 조치원읍 조치원로 62,36.6022631,127.3034431,044-863-1150
428,백내과의원,의원,"세종특별자치시 조치원읍 조치원2길 5, 2~4층",36.6010047,127.2976092,044-862-3838
429,성가정신건강의학과의원,의원,"세종특별자치시 조치원읍 새내로 97, 5층 1호",36.6003728,127.2980352,044-867-5357
430,중앙외과의원,의원,세종특별자치시 조치원읍 새내4길 3,36.5974223,127.2990807,044-867-0001
431,부강제일의원,의원,세종특별자치시 부강면 부강5길 11-1,36.5286418,127.368269,044-275-3330
432,태화당한의원,한의원,세종특별자치시 조치원읍 새내로 98,36.6006179,127.2984519,044-865-1991
433,송태영치과의원,치과의원,세종특별자치시 조치원읍 조치원로 31-1,36.6017437,127.3002085,044-865-2821
434,박성섭한의원,한의원,세종특별자치시 조치원읍 조치원4길 6,36.6011309,127.2986252,044-865-1985
435,누가연합의원,의원,세종특별자치시 전의면 읍내길 7,36.6800231,127.2044028,044-863-0494
436,부강수플란트치과의원,치과의원,세종특별자치시 부강면 부촌길 29,36.5289154,127.3672713,044-275-5585
437,서울외과의원,의원,세종특별자치시 조치원읍 새내로 68-1,36.5980589,127.2988656,044-863-4912
438,박종석치과의원,치과의원,세종특별자치시 조치원읍 장안로 1,36.6014248,127.3013959,044-862-4500
439,연동면보건지소,보건지소,"세종특별자치시 연동면 장욱진로 7, 연동면 복합커뮤니티센터",36.5553363,127.327369,044-301-2223
440,연기면보건지소,보건지소,"세종특별자치시 연기면 당산로 154, 지1층",36.5467961,127.2791847,044-301-2212
441,전의면보건지소,보건지소,세종특별자치시 전의면 만세길 20-12,36.6784959,127.204847,044-301-2273
442,와촌보건진료소,보건진료소,세종특별자치시 연서면 용연로 635,36.5567754,127.2463901,044-863-4700
443,쌍류보건진료소,보건진료소,세종특별자치시 연서면 도신고복로 427,36.5949569,127.2137747,044-863-0176
444,금남면보건지소,보건지소,세종특별자치시 금남면 용포로 59,36.4639373,127.2804911,044-301-2243
445,연서면보건지소,보건지소,세종특별자치시 연서면 대첩로 238,36.5924124,127.2714894,044-301-2262
446,전동면보건지소,보건지소,세종특별자치시 전동면 운주산로 386,36.6558026,127.264198,044-301-2282
447,장군면보건지소,보건지소,세종특별자치시 장군면 장척로 398-3,36.4966628,127.2051437,044-301-2252
448,성심외과의원,의원,세종특별자치시 조치원읍 새내로 113,36.6019336,127.2977101,044-865-3616
449,이내과의원,의원,세종특별자치시 조치원읍 조치원로 31,36.6017608,127.3000832,044-865-3571
450,송곡보건진료소,보건진료소,세종특별자치시 전동면 금이로 184,36.6308697,127.2693086,044-867-1665
451,세종특별자치시보건소,보건소,"세종특별자치시 조치원읍 대첩로 32, 세종특별자치시보건소",36.5959704,127.2926766,044-301-2000
452,응암보건진료소,보건진료소,세종특별자치시 연동면 송암로 246 (응암보건진료소),36.5573537,127.3413254,044-864-9202
453,이종선치과의원,치과의원,세종특별자치시 조치원읍 조치원로 31,36.6017608,127.3000832,044-865-6352
454,황용보건진료소,보건진료소,세종특별자치시 금남면 금남구즉로 487,36.48037,127.3293327,044-867-8865
455,양곡보건진료소,보건진료소,세종특별자치시 전의면 양지편길 17 (양곡보건진료소),36.6407065,127.1778925,044-867-3471
456,송학보건진료소,보건진료소,세종특별자치시 장군면 황미창말길 5-4 (송학보건진료소),36.5379414,127.1904219,044-852-0564
457,전의의원,의원,세종특별자치시 전의면 읍내길 13,36.6804545,127.2042878,044-863-2828
